"study.id"	"effect.size.id"	"species"	"species.id"	"subphylum"	"phylum"	"assortment.trait"	"trait.dimensions"	"field.collection"	"publication.year"	"pooled.data"	"spatially.pooled.data"	"temporally.pooled.data"	"ri"	"ni"
"Stark et al. 1990"	1517	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bizygomatic breadth"	"uni"	"yes"	1990	"yes"	"yes"	"no"	0.06	89
"Stark et al. 1990"	1518	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"calf circumference"	"uni"	"yes"	1990	"yes"	"yes"	"no"	0.05	89
"Stark et al. 1990"	1519	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1990	"yes"	"yes"	"no"	0.03	190
"Stark et al. 1990"	1520	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1990	"yes"	"yes"	"no"	0.02	89
"Stark et al. 1990"	1521	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nasal height"	"uni"	"yes"	1990	"yes"	"yes"	"no"	0.02	89
"Stark et al. 1990"	1522	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head length"	"uni"	"yes"	1990	"yes"	"yes"	"no"	-0.01	89
"Stark et al. 1990"	1523	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"minimal frontal breadth"	"uni"	"yes"	1990	"yes"	"yes"	"no"	-0.06	89
"Stark et al. 1990"	1524	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"facial height"	"uni"	"yes"	1990	"yes"	"yes"	"no"	-0.07	190
"Stern and Jarvis 1991"	1525	"Chlidonias niger"	"Chlidonias_niger_ott234666"	"Aves"	"Chordata"	"culmen"	"uni"	"yes"	1991	"no"	"no"	"no"	0.34	104
"Stern and Jarvis 1991"	1526	"Chlidonias niger"	"Chlidonias_niger_ott234666"	"Aves"	"Chordata"	"head length"	"uni"	"yes"	1991	"no"	"no"	"no"	0.21	104
"Stulp et al. 2013a"	1527	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2013	"yes"	"yes"	"yes"	0.29	231
"Stulp et al. 2013a"	1528	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2013	"yes"	"yes"	"yes"	0.19	85
"Stulp et al. 2013b"	1529	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2013	"yes"	"yes"	"yes"	0.18	12503
"Stulp et al. 2014"	1530	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2014	"yes"	"yes"	"yes"	0.2	166670
"Sullivan 1982"	1531	"Anaxyrus woodhousii"	"Anaxyrus_woodhousii_ott355919"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1982	"yes"	"yes"	"no"	0.02	18
"Sullivan 1983a"	1532	"Anaxyrus cognatus"	"Anaxyrus_cognatus_ott436344"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1983	"yes"	"yes"	"yes"	0.09	24
"Sullivan 1983b"	1533	"Anaxyrus woodhousii"	"Anaxyrus_woodhousii_ott355919"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1983	"yes"	"no"	"yes"	0.23	47
"Sunobe et al. 2016"	1534	"Thysanophrys celebica"	"Thysanophrys_celebica_ott391531"	"Teleostei"	"Chordata"	"body length"	"uni"	"no"	2016	"no"	"no"	"no"	0.25	22
"Susanne 1967"	1535	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1967	"yes"	"yes"	"yes"	0.277	132
"Susanne 1977"	1536	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bigonial breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.36	125
"Susanne 1977"	1537	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"biiliac diameter"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.35	125
"Susanne 1977"	1538	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bitrochanteric diameter"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.35	125
"Susanne 1977"	1539	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head length"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.32	125
"Susanne 1977"	1540	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"arm length"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.29	125
"Susanne 1977"	1541	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sternal height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.28	125
"Susanne 1977"	1542	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nose height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.26	125
"Susanne 1977"	1543	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"forearm length"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.25	125
"Susanne 1977"	1544	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.24	125
"Susanne 1977"	1545	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.23	125
"Susanne 1977"	1546	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"ear height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.23	125
"Susanne 1977"	1547	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nasion-stomion height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.23	125
"Susanne 1977"	1548	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"middle finger length"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.22	125
"Susanne 1977"	1549	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"wrist circumference"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.22	125
"Susanne 1977"	1550	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"upper arm circumference (rel.)"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.2	125
"Susanne 1977"	1551	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"upper arm length"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1552	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1553	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"upper arm circumference (cont.)"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1554	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"frontal breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1555	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"interpupillary breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1556	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bizygomatic breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.17	125
"Susanne 1977"	1557	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"neck circumference"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.16	125
"Susanne 1977"	1558	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"external biocular breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.15	125
"Susanne 1977"	1559	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"ear breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.14	125
"Susanne 1977"	1560	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"biacromial diameter"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.13	125
"Susanne 1977"	1561	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"mouth breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.12	125
"Susanne 1977"	1562	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"physio-face height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.08	125
"Susanne 1977"	1563	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.07	125
"Susanne 1977"	1564	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nasion-gnathion height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.07	125
"Susanne 1977"	1565	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"lip height"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.04	125
"Susanne 1977"	1566	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.03	125
"Susanne 1977"	1567	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nose depth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.01	125
"Susanne 1977"	1568	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"ankle circumference"	"uni"	"yes"	1977	"yes"	"no"	"yes"	0.004	125
"Susanne 1977"	1569	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nose breadth"	"uni"	"yes"	1977	"yes"	"no"	"yes"	-0.03	125
"Susanne 1977"	1570	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"calf circumference"	"uni"	"yes"	1977	"yes"	"no"	"yes"	-0.09	125
"Sutherland et al. 2007"	1571	"Paracalliope fluviatilis"	"Paracalliope_fluviatilis_ott17810"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	2007	"no"	"no"	"no"	0.909	11
"Sutherland et al. 2007"	1572	"Paracalliope fluviatilis"	"Paracalliope_fluviatilis_ott17810"	"Crustacea"	"Arthropoda"	"leg length"	"uni"	"yes"	2007	"no"	"no"	"no"	0.224	10
"Sutton 1993"	1573	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1993	"no"	"no"	"no"	0.304	198
"Sutton 1993"	1574	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1993	"no"	"no"	"no"	0.301	52
"Sutton 1993"	1575	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.281	99
"Sutton 1993"	1576	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.225	99
"Sutton 1993"	1577	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.178	99
"Sutton 1993"	1578	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1993	"no"	"no"	"no"	0.17	99
"Sutton 1993"	1579	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.163	52
"Sutton 1993"	1580	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.162	198
"Sutton 1993"	1581	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.156	99
"Sutton 1993"	1582	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.099	198
"Sutton 1993"	1583	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.098	198
"Sutton 1993"	1584	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.092	198
"Sutton 1993"	1585	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	0.035	52
"Sutton 1993"	1586	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"relative weight"	"uni"	"yes"	1993	"no"	"no"	"no"	-0.084	52
"Sutton 1993"	1587	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"weight"	"uni"	"yes"	1993	"no"	"no"	"no"	-0.167	52
"Svensson et al. 2016"	1588	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"body length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.529	219
"Svensson et al. 2016"	1589	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"thorax width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.411	219
"Svensson et al. 2016"	1590	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"thorax length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.314	219
"Svensson et al. 2016"	1591	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"hindwing width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.23	219
"Svensson et al. 2016"	1592	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"forewing width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.215	219
"Svensson et al. 2016"	1593	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"abdomen length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.148	219
"Svensson et al. 2016"	1594	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"hindwing length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.144	219
"Svensson et al. 2016"	1595	"Calopteryx splendens"	"Calopteryx_splendens_ancilla_ott841780"	"Insecta"	"Arthropoda"	"fore length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.106	219
"Svensson et al. 2016"	1596	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"thorax width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.444	60
"Svensson et al. 2016"	1597	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"body length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.392	60
"Svensson et al. 2016"	1598	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"thorax length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.209	60
"Svensson et al. 2016"	1599	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"forewing width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.19	60
"Svensson et al. 2016"	1600	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"hindwing length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.182	60
"Svensson et al. 2016"	1601	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"fore length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.17	60
"Svensson et al. 2016"	1602	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"abdomen length"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.125	60
"Svensson et al. 2016"	1603	"Calopteryx virgo"	"Calopteryx_virgo_meridionalis_ott48548"	"Insecta"	"Arthropoda"	"hindwing width"	"uni"	"yes"	2016	"yes"	"no"	"yes"	0.059	60
"Szekely et al. 2018"	1604	"Ceratophrys stolzmanni"	"Ceratophrys_stolzmanni_ott3620341"	"Amphibia"	"Chordata"	"weight"	"uni"	"yes"	2018	"yes"	"no"	"yes"	0.16	49
"Szekely et al. 2018"	1605	"Ceratophrys stolzmanni"	"Ceratophrys_stolzmanni_ott3620341"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2018	"yes"	"no"	"yes"	0.06	49
"Taborsky et al. 2009"	1606	"Eretmodus cyanostictus"	"Eretmodus_cyanostictus_ott102583"	"Teleostei"	"Chordata"	"body length"	"uni"	"yes"	2009	"no"	"no"	"no"	0.73	77
"Takeshita and Henmi 2010"	1607	"Caprella penantis"	"Caprella_penantis_ott1062"	"Crustacea"	"Arthropoda"	"length of pereonite"	"uni"	"yes"	2010	"no"	"no"	"no"	0.41	69
"Takeshita and Murai 2016"	1608	"Uca lactea"	"Uca_lactea_lactea_ott651108"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2010	"yes"	"no"	"yes"	-0.129	51
"Takeshita and Murai 2016"	1609	"Uca lactea"	"Uca_lactea_lactea_ott651108"	"Crustacea"	"Arthropoda"	"carapace width"	"uni"	"no"	2010	"yes"	"no"	"yes"	-0.24	15
"Tambs et al. 1992"	1610	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1992	"yes"	"yes"	"yes"	0.17	25003
"Tarano and Herrera 2003"	1611	"Physalaemus enesefae"	"Physalaemus_enesefae_ott262673"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	2003	"yes"	"no"	"yes"	0.22	100
"Teale et al. 1994"	1612	"Ips pini"	"Ips_pini_ott1084161"	"Insecta"	"Arthropoda"	"pronotal width"	"uni"	"yes"	1994	"yes"	"no"	"yes"	0.049	166
"Telford and Dyson 1988"	1613	"Hyperolius marmoratus"	"Hyperolius_marmoratus_ott441372"	"Amphibia"	"Chordata"	"snout-vent length"	"uni"	"yes"	1988	"no"	"no"	"no"	0.27	643
"Tenesa et al. 2016"	1614	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	2016	"yes"	"yes"	"yes"	0.26	16670
"Thomas et al. 1995"	1615	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1995	"no"	"no"	"no"	0.467	214
"Thomas et al. 1996a"	1616	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"no"	1996	"no"	"no"	"no"	0.422	24
"Thomas et al. 1996a"	1617	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"no"	1996	"no"	"no"	"no"	0.413	25
"Thomas et al. 1996a"	1618	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1996	"no"	"no"	"no"	0.558	94
"Thomas et al. 1996b"	1619	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1996	"no"	"no"	"no"	0.12	74
"Thomas et al. 1996b"	1620	"Gammarus insensibilis"	"Gammarus_insensibilis_ott2982554"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1996	"no"	"no"	"no"	0.57	75
"Thomas et al. 1998"	1621	"Gammarus aequicauda"	"Gammarus_aequicauda_ott604840"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"yes"	1998	"no"	"no"	"no"	0.434	73
"Thompson and Moule 1983"	1622	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"no"	1983	"no"	"no"	"no"	0.49	58
"Thompson and Moule 1983"	1623	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"no"	1983	"no"	"no"	"no"	0.53	46
"Thompson and Moule 1983"	1624	"Gammarus pulex"	"Gammarus_pulex_gallicus_ott1024016"	"Crustacea"	"Arthropoda"	"body length"	"uni"	"no"	1983	"no"	"no"	"no"	0.38	115
"Thornhill 1980"	1625	"Plecia nearctica"	"Plecia_nearctica_ott4497145"	"Insecta"	"Arthropoda"	"thorax length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.22	20
"Thornhill 1980"	1626	"Plecia nearctica"	"Plecia_nearctica_ott4497145"	"Insecta"	"Arthropoda"	"thorax length"	"uni"	"yes"	1980	"no"	"no"	"no"	0.35	20
"To et al. 1998"	1627	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1998	"no"	"no"	"no"	0.21	355
"Tomici 1939"	1628	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"xiphoid-epigastric height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.46	653
"Tomici 1939"	1629	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"pubic-epigastric height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.31	628
"Tomici 1939"	1630	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sitting height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.27	643
"Tomici 1939"	1631	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.21	645
"Tomici 1939"	1632	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"minimum neck circumference"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.2	645
"Tomici 1939"	1633	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"mminimum waist circumference"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.2	647
"Tomici 1939"	1634	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"biacromial breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.19	644
"Tomici 1939"	1635	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"span length"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.17	642
"Tomici 1939"	1636	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"upper face height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.17	628
"Tomici 1939"	1637	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest circumference"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.16	644
"Tomici 1939"	1638	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bi-iliac breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.14	638
"Tomici 1939"	1639	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"chest depth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.13	641
"Tomici 1939"	1640	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nose breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.12	649
"Tomici 1939"	1641	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"nose height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.1	648
"Tomici 1939"	1642	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"sternal height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.09	649
"Tomici 1939"	1643	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"forearm length"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.09	637
"Tomici 1939"	1644	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"bizygomatic breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.09	649
"Tomici 1939"	1645	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"physiological face height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.09	655
"Tomici 1939"	1646	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head circumference"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.07	639
"Tomici 1939"	1647	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"foot length"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.06	638
"Tomici 1939"	1648	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"total face height"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.06	636
"Tomici 1939"	1649	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"hand length"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.05	634
"Tomici 1939"	1650	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head length"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.04	649
"Tomici 1939"	1651	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"head breadth"	"uni"	"yes"	1939	"yes"	"yes"	"no"	0.04	650
"Tomici 1939"	1652	"Homo sapiens"	"Homo_sapiens_ott770315"	"Mammalia"	"Chordata"	"body height"	"uni"	"yes"	1939	"yes"	"yes"	"yes"	0.2	665
"Tomiyama 1996"	1653	"Achatina fulica"	"Achatina_fulica_ott997087"	"Gastropoda"	"Lophotrochozoa"	"shell volume"	"tri"	"no"	1996	"no"	"no"	"no"	0.54	48
"Tomiyama 1996"	1654	"Achatina fulica"	"Achatina_fulica_ott997087"	"Gastropoda"	"Lophotrochozoa"	"shell volume"	"tri"	"no"	1996	"no"	"no"	"no"	0.329	51
"Tomiyama 1996"	1655	"Achatina fulica"	"Achatina_fulica_ott997087"	"Gastropoda"	"Lophotrochozoa"	"shell volume"	"tri"	"no"	1996	"no"	"no"	"no"	0.203	37
"Totterman 2015"	1656	"Puffinus pacificus"	"Puffinus_pacificus_ott471653"	"Aves"	"Chordata"	"PC1"	"dimensionless"	"yes"	2015	"no"	"no"	"no"	-0.11	38
"Trager and Daniels 2011"	1657	"Cyclargus thomasi bethunebakeri"	"Cyclargus_thomasi_bethunebakeri_ott349949"	"Insecta"	"Arthropoda"	"forewing chord length"	"uni"	"no"	2011	"yes"	"yes"	"no"	0.082	68
